Alignment	Theta	Pi	TajimasD	PiN	NumN	PiS	NumS
M896_020900	0.000770121486665	0.00101670297749	1.03299197336	0.84	719.633333333	0.0	198.366666667
M896_060430	0.00257548825048	0.00291438979964	0.505206801633	1.02	446.2	0.42	102.8
M896_051510	0.00100137609739	0.000818382121498	-0.657483600019	0.6	860.0	0.18	199.0
M896_080960	0.00111509704221	0.000911321416053	-0.657483600019	0.78	753.233333333	0.0	197.766666667
M896_040030	0.00497867270956	0.00575418321897	0.708806507534	2.8	743.166666667	1.98	177.833333333
M896_011220	0.00271821214802	0.00318733979717	0.817985372131	4.58	2369.06666667	4.0	621.933333333
M896_011590	0.00334740305283	0.00458754208754	1.48555550901	1.25	409.5	0.93	118.5
M896_012240	0.00254764513426	0.004004004004	2.19474808443	1.0	452.833333333	1.0	102.166666667
M896_040160	0.00206264485706	0.0032417537888	2.46630624615	4.0	1091.33333333	0.0	279.666666667
M896_121350	0.0012475968084	0.00138562091503	0.484431773737	1.34	1998.76666667	1.84	551.233333333
M896_020690	0.00135435158	0.00136228182205	0.0149919947447	0.0	211.8	0.32	49.2
M896_011700	0.00252039759272	0.0038027332145	1.95338504403	0.96	450.066666667	0.96	110.933333333
M896_011910	0.00290039599901	0.0034415954416	0.863781812544	5.62	1552.06666667	0.42	397.933333333
M896_010430	0.00510590545659	0.00651851851852	1.25893710752	4.28	716.766666667	1.0	183.233333333
M896_050240	0.00180811131652	0.00215970446149	0.804451911126	2.28	930.8	0.0	242.2
M896_040780	0.00238037550424	0.00359147025814	1.64145266725	0.48	231.533333333	0.48	65.4666666667
M896_060500	0.00114520225393	0.00145588352932	1.18791349513	2.14	2204.23333333	1.5	573.766666667
M896_030950	0.00124030092063	0.00124756335283	0.0149919947447	0.32	231.066666667	0.0	53.9333333333
M896_040140	0.00201072674846	0.00276408376522	1.72573086219	6.06	2118.36666667	0.5	518.633333333
M896_011040	0.00677175789998	0.0106428267348	2.29221835257	2.5	210.666666667	0.0	50.3333333333
M896_011820	0.00269322485622	0.00353439153439	1.34749442866	1.42	835.9	1.92	214.1
M896_121220	0.00963932037866	0.010525878886	0.45769614261	51.65	4312.33333333	2.39	1045.66666667
M896_051860	0.0022768809171	0.00357845768474	2.19474808443	1.0	499.333333333	1.0	121.666666667
M896_120170	0.00100137609739	0.0014688909873	1.67974585712	0.9	847.0	0.5	212.0
M896_121170	0.00187029503904	0.00284538506761	2.09055264168	2.0	748.5	0.42	196.5
M896_080700	0.0	0.0	None	0.0	727.666666667	0.0	184.333333333
M896_081590	0.0	0.0	None	0.0	438.0	0.0	108.0
M896_040760	0.000913399902788	0.00137812230835	1.95338504403	1.92	1251.0	0.0	297.0
M896_020470	0.000900830179355	0.00122324159021	1.43513908129	1.74	1522.1	0.42	439.9
M896_090790	0.000920535839529	0.000925925925926	0.0149919947447	0.32	308.333333333	0.0	75.6666666667
M896_051800	0.000611567062939	0.00079456619249	1.07658986818	0.5	1385.33333333	0.74	348.666666667
M896_120880	0.00322818047835	0.0041095890411	1.04827364253	0.32	348.2	1.3	89.8
M896_091460	0.00353757883828	0.00408861517407	0.708806507534	4.36	1031.33333333	0.42	267.666666667
M896_070600	0.00195972702636	0.0024794024794	1.14407409821	2.9	1165.5	0.32	277.5
M896_021870	0.00194757995801	0.00220385674931	0.544375829569	2.16	866.1	0.0	222.9
M896_020870	0.00339890156134	0.00505698005698	1.75514035573	1.42	244.533333333	0.0	67.4666666667
M896_041140	0.00172642618989	0.00200786867454	0.625888321833	0.5	640.166666667	0.98	178.833333333
M896_051460	0.00210750319034	0.00246913580247	0.768359532869	3.3	1475.83333333	0.8	369.166666667
M896_080630	0.0	0.0	None	0.0	510.666666667	0.0	116.333333333
M896_040490	0.00127244694881	0.00142388608911	0.477226954569	1.78	1118.83333333	0.0	270.166666667
M896_121590	0.00258963928483	0.0038665038665	1.89304428393	1.9	444.533333333	0.0	101.466666667
M896_050390	0.00293001816063	0.00369712518913	1.19907799914	5.12	1341.93333333	0.5	347.066666667
M896_081610	0.000613690559686	0.000713734567901	0.525941395125	0.32	917.733333333	0.42	234.266666667
M896_060610	0.0	0.0	None	0.0	517.666666667	0.0	124.333333333
M896_041780	0.00103813733445	0.00104421602219	0.018890816886	0.64	547.533333333	0.0	133.466666667
M896_020050	0.000904055658258	0.000814625367055	-0.35590560555	0.86	927.4	0.0	245.6
M896_010880	0.00140272127928	0.00220458553792	1.46363864356	0.5	196.166666667	0.0	55.8333333333
M896_120310	0.00148679605627	0.00162402149784	0.398199553214	2.1	1508.93333333	0.68	393.066666667
M896_080410	0.00135176199763	0.0016712697401	0.977835965497	1.94	1253.53333333	0.42	315.466666667
M896_031200	0.00182596717121	0.00231608089402	1.24809786568	6.04	2648.1	0.82	642.9
M896_121770	0.0019107338507	0.003003003003	2.0567183502	1.5	448.166666667	0.0	106.833333333
M896_080140	0.00212543111539	0.00232160006681	0.427255093344	3.8	2136.1	1.76	524.9
M896_020270	0.000663823027942	0.00102243088159	1.7428627829	0.98	855.833333333	0.0	209.166666667
M896_121570	0.000610510815853	0.000614085588179	0.0149919947447	0.32	454.466666667	0.0	124.533333333
M896_080380	0.00208546172495	0.00327761389708	1.84427289854	1.0	276.5	0.0	62.5
M896_120770	0.00131407346609	0.00167974666116	1.15122001987	0.74	1299.66666667	1.7	314.333333333
M896_041560	0.00381322289514	0.00520196571977	1.61424699675	2.84	767.166666667	1.5	159.833333333
M896_040560	0.0	0.0	None	0.0	542.333333333	0.0	132.666666667
M896_021470	0.00178528162818	0.00229646896314	1.30294755552	1.84	2048.2	3.48	525.8
M896_010310	0.00341982707667	0.00428026971563	1.1266341552	3.96	928.866666667	0.42	208.133333333
M896_120950	0.00224008721406	0.00281650471765	1.03180765951	1.0	618.0	1.0	171.0
M896_050800	0.0016508383532	0.00216643964455	1.34749442866	2.34	1368.36666667	1.0	344.633333333
M896_021090	0.00159400145373	0.00196007696008	1.09331283958	4.2	4432.7	5.58	1111.3
M896_041210	0.000493006642091	0.000495893382923	0.0149919947447	0.32	573.666666667	0.0	143.333333333
M896_120550	0.00158159177798	0.00238627889635	1.95338504403	1.5	720.333333333	0.42	173.666666667
M896_120220	0.00076512069779	0.000745550745551	-0.0982007993658	0.82	1472.66666667	0.42	375.333333333
M896_031330	0.00465112845236	0.00653021442495	1.45356236126	0.84	176.666666667	0.5	51.3333333333
M896_021250	0.00145467391926	0.00181069958848	0.98139123179	1.5	977.566666667	0.48	237.433333333
M896_120790	0.00275622426806	0.00318388564003	0.669426660485	1.92	835.933333333	1.02	190.066666667
M896_080560	0.000965808093932	0.00127504553734	0.819795688532	0.42	295.0	0.0	71.0
M896_091670	0.00143693399341	0.00195724179464	1.30277336403	0.32	590.733333333	0.98	147.266666667
M896_080090	0.00201072674846	0.00295790671217	1.88888693079	0.92	696.133333333	1.42	182.866666667
M896_091830	0.000434791835645	0.000246002460025	-1.11173317656	0.18	641.666666667	0.0	171.333333333
M896_021650	0.00290934783851	0.0029263831733	0.022480720834	1.1	394.433333333	0.18	91.5666666667
M896_050230	0.00122738111937	0.00109953703704	-0.399904599865	1.14	909.0	0.0	243.0
M896_110090	0.00242264385431	0.00323987538941	1.51049982199	4.18	1287.8	0.5	317.2
M896_100550	0.00319896617538	0.00325121501592	0.0675696800473	1.94	540.533333333	0.0	122.466666667
M896_042140	0.0	0.0	None	0.0	143.333333333	0.0	36.6666666667
M896_030550	0.00207627466889	0.00313264806657	1.95338504403	0.42	546.0	1.5	135.0
M896_100390	0.00153024139558	0.002405002405	1.46363864356	0.0	173.0	0.5	58.0
M896_090410	0.00242945541154	0.00190912562047	-0.690979992648	0.5	233.066666667	0.0	57.9333333333
M896_120420	0.0049507809857	0.00591347650171	0.779725520902	1.16	285.366666667	0.74	71.6333333333
M896_110140	0.000884267072868	0.00122298658884	1.47065896323	1.76	1278.33333333	0.0	320.666666667
M896_031020	0.00113296718711	0.0011396011396	0.0149919947447	0.32	254.066666667	0.0	57.9333333333
M896_010570	0.00168326553514	0.00253968253968	1.64145266725	0.0	344.333333333	0.96	75.6666666667
M896_091780	0.00111685864891	0.00129892926101	0.525941395125	0.74	501.933333333	0.0	131.066666667
M896_060180	0.00177064817221	0.00181137421575	0.102992377106	2.5	1792.33333333	1.08	403.666666667
M896_040810	0.000963176464248	0.00145322434151	1.83053485435	0.48	877.0	0.96	224.0
M896_041600	0.00161963694103	0.00241822578592	1.89304428393	1.4	703.7	0.5	169.3
M896_012100	0.00226593437422	0.0026048026048	0.63343039575	2.56	863.266666667	0.0	228.733333333
M896_100170	0.000569220229274	0.000751476113795	0.819795688532	0.42	498.133333333	0.0	122.866666667
M896_090300	0.00169131943722	0.00166578061315	-0.0624683607312	1.28	1009.96666667	0.6	244.033333333
M896_041760	0.00124030092063	0.000883690708252	-1.03445609311	0.5	698.0	0.18	157.0
M896_081160	0.00262489427509	0.0024935826916	-0.219049947657	2.22	965.2	0.5	246.8
M896_031150	0.00156064354251	0.00161883738043	0.143162241034	1.32	724.033333333	0.0	181.966666667
M896_091250	0.00269630634919	0.00279684719044	0.165277460532	2.62	1064.73333333	0.68	246.266666667
M896_051240	0.00141962153566	0.00133868808568	-0.183929414409	0.6	397.633333333	0.0	100.366666667
M896_042090	0.000422324686235	0.000424797557414	0.0149919947447	0.0	663.0	0.32	174.0
M896_091090	0.00106151880594	0.00108108108108	0.0738955327913	0.84	1303.3	0.78	361.7
M896_051190	0.00153386326871	0.00209511286434	1.63845504425	2.52	2020.1	2.26	514.9
M896_052070	0.0018507107978	0.00186154741129	0.0210668875362	0.32	451.4	0.64	121.6
M896_110430	0.000845948833044	0.000828110161443	-0.0893169300025	1.86	2355.0	0.32	570.0
M896_070280	0.00107852253968	0.00108483769811	0.022480720834	1.1	1049.56666667	0.18	261.433333333
M896_060570	0.00272961978671	0.0036894036894	1.45464211502	1.42	623.166666667	1.16	153.833333333
M896_030170	0.00137009985418	0.0021533161068	1.84427289854	1.0	407.0	0.0	109.0
M896_081260	0.00102016093039	0.00118646785313	0.525941395125	0.0	546.333333333	0.74	146.666666667
M896_012030	0.00242445653209	0.00377991159884	2.24180192484	0.98	577.866666667	1.5	151.133333333
M896_011010	0.00336653107028	0.00491005291005	1.83847050307	2.0	429.8	0.32	95.2
M896_030770	0.00207080118558	0.00264271301178	1.22413981392	0.82	1363.16666667	3.24	343.833333333
M896_040960	0.00155241880711	0.0014053579271	-0.419883313709	1.88	1818.76666667	1.0	458.233333333
M896_090230	0.00119622931431	0.000676818950931	-1.40085080218	0.36	465.666666667	0.0	125.333333333
M896_110320	0.00137811213403	0.00176160566024	1.2568865667	3.62	2495.46666667	1.26	582.533333333
M896_091320	0.00105581171559	0.00122129297757	0.628476237735	0.42	1305.86666667	1.42	368.133333333
M896_020390	0.00512298206346	0.00507246376812	-0.0378600392659	0.78	217.766666667	0.48	58.2333333333
M896_011690	0.000927784153226	0.00145815106445	1.46363864356	0.5	307.333333333	0.0	73.6666666667
M896_070590	0.0	0.0	None	0.0	331.0	0.0	86.0
M896_060330	0.0	0.0	None	0.0	171.666666667	0.0	35.3333333333
M896_080880	0.00375685351321	0.00515297906602	1.66404608871	4.32	825.466666667	0.48	209.533333333
M896_041960	0.000920535839529	0.00144675925926	1.46363864356	0.5	306.666666667	0.0	77.3333333333
M896_011100	0.00145211287362	0.00153886280647	0.253037066406	1.76	1336.13333333	0.6	367.866666667
M896_011450	0.003038559562	0.00409635997029	1.52436127493	2.52	848.533333333	1.34	198.466666667
M896_100600	0.000478977997804	0.00063233965673	0.819795688532	0.42	597.333333333	0.0	140.666666667
M896_051930	0.00173867382177	0.00237945096061	1.67703636351	3.84	2118.1	1.82	524.9
M896_012320	0.001717617893	0.00215959399633	1.03180765951	0.74	807.633333333	1.26	221.366666667
M896_090120	0.00081074716142	0.000985389058784	0.775011873709	1.16	1033.03333333	0.0	274.966666667
M896_030300	0.00187029503904	0.00293944738389	2.0567183502	1.5	448.833333333	0.0	118.166666667
M896_010670	0.00238640177134	0.00273792780122	0.635523272076	2.02	938.166666667	0.9	246.833333333
M896_051070	0.0010114041842	0.00130344937212	0.931581857715	0.32	557.8	0.5	141.2
M896_020910	0.0	0.0	None	0.0	474.666666667	0.0	122.333333333
M896_040020	0.00156271336153	0.00180764318695	0.628476237735	1.34	891.8	0.5	239.2
M896_080970	0.00155037615079	0.00243664717349	1.46363864356	0.5	177.333333333	0.0	50.6666666667
M896_011210	0.00259916001749	0.00408496732026	2.0567183502	0.0	331.0	1.5	77.0
M896_081280	0.0	0.0	None	0.0	318.666666667	0.0	77.3333333333
M896_012250	0.00445196174281	0.00653045993096	2.15042108764	4.0	951.1	3.0	239.9
M896_091890	0.000780321771256	0.00103016924209	0.819795688532	0.0	367.0	0.42	86.0
M896_121360	0.00126697405871	0.00199123855038	1.46363864356	0.5	220.833333333	0.0	58.1666666667
M896_020680	0.000927784153226	0.000524934383202	-1.11173317656	0.0	304.066666667	0.18	76.9333333333
M896_050250	0.00127520116298	0.00157126823793	0.930974804068	1.64	1111.9	0.32	274.1
M896_051380	0.00170841097811	0.00194297988674	0.661908695835	9.48	5545.3	2.46	1282.7
M896_040790	0.0020690787077	0.00273156705689	1.50021775212	7.02	2585.43333333	0.96	660.566666667
M896_011070	0.0017534015991	0.0022266313933	1.08222408723	2.02	810.266666667	0.0	197.733333333
M896_030940	0.00368214335811	0.00486111111111	1.22929592283	0.68	303.4	1.0	80.6
M896_060510	0.00167727526633	0.00144984842494	-0.520586120065	0.68	664.633333333	0.42	178.366666667
M896_051670	0.00102757489064	0.001108957795	0.327645761604	0.96	1663.46666667	1.1	400.533333333
M896_040150	0.00194222946362	0.0024013024013	0.850406372326	1.18	424.0	0.0	122.0
M896_121210	0.00275086196404	0.00394869577749	1.80141022376	1.82	627.166666667	0.92	143.833333333
M896_011670	0.00200986929569	0.00255863539446	1.17797748662	2.24	1120.26666667	1.0	286.733333333
M896_011850	0.00131285334217	0.00136180748994	0.143162241034	0.66	855.6	0.66	221.4
M896_120160	0.00213264411692	0.00281548516843	1.22929592283	1.26	527.466666667	0.42	135.533333333
M896_020460	0.00102016093039	0.00121853455187	0.746569842032	0.6	1111.93333333	0.92	274.066666667
M896_041680	0.0012023325251	0.00128495842782	0.221711048181	0.68	465.766666667	0.0	122.233333333
M896_040770	0.00424607522377	0.00667334000667	2.19474808443	1.5	260.833333333	0.5	72.1666666667
M896_090780	0.00361160421332	0.00502341421882	1.68652831275	2.8	627.2	0.74	155.8
M896_120890	0.00277243735199	0.00427015250545	1.7428627829	0.5	205.0	0.48	50.0
M896_070610	0.0	0.0	None	0.0	710.0	0.0	181.0
M896_041170	0.00187029503904	0.00242994317068	1.07658986818	0.82	449.466666667	0.42	117.533333333
M896_051490	0.0	0.0	None	0.0	242.333333333	0.0	63.6666666667
M896_091410	0.00261841305466	0.00279835390947	0.221711048181	0.18	210.0	0.5	60.0
M896_050650	0.00234096531377	0.00328673043905	1.45356236126	0.92	367.0	0.42	86.0
M896_020860	0.00115518223	0.000653594771242	-1.11173317656	0.18	252.333333333	0.0	53.6666666667
M896_060600	0.00289268217986	0.00384312299206	1.51338574946	3.68	1476.83333333	2.66	356.166666667
M896_041770	0.00177185845804	0.00167084377611	-0.183929414409	0.6	309.233333333	0.0	89.7666666667
M896_050380	0.00156271336153	0.0022792022792	1.83847050307	1.82	905.666666667	0.5	225.333333333
M896_080620	0.0012023325251	0.00181405895692	1.3026779048	0.48	231.6	0.0	62.4
M896_020040	0.00165955756985	0.00093896713615	-1.11173317656	0.18	174.4	0.0	38.6
M896_081620	0.000847687679566	0.00133226751932	1.46363864356	0.5	330.833333333	0.0	86.1666666667
M896_010890	0.00324028615514	0.00357407407407	0.46126699944	3.54	982.966666667	0.32	217.033333333
M896_031230	0.00370530149244	0.00395993477754	0.27556124368	1.38	382.133333333	0.32	94.8666666667
M896_021310	0.0	0.0	None	0.0	434.666666667	0.0	114.333333333
M896_120300	0.00258648118814	0.00363143631436	1.76905056933	2.52	985.5	1.5	244.5
M896_041190	0.00332692482239	0.00381699346405	0.665329118245	2.48	1005.26666667	1.9	269.733333333
M896_080400	0.00377051479871	0.00400987654321	0.286732351237	3.7	907.933333333	0.36	217.066666667
M896_020260	0.000756928827364	0.00106273296851	1.45356236126	1.34	1116.83333333	0.0	284.166666667
M896_121540	0.00124686335936	0.00164609053498	1.03299197336	0.84	457.466666667	0.0	109.533333333
M896_080390	0.00105204095946	0.00165343915344	1.46363864356	0.5	268.0	0.0	68.0
M896_091520	0.000760184435224	0.00114695340502	1.3026779048	0.0	372.333333333	0.48	92.6666666667
M896_021790	0.00342240710464	0.00448747502689	1.31813838857	2.5	575.5	0.42	147.5
M896_120940	0.00253394811741	0.00321784149741	1.19627501515	2.66	1076.23333333	1.38	318.766666667
M896_040580	0.0020141638882	0.00265906932574	1.03299197336	0.42	277.333333333	0.42	73.6666666667
M896_041510	0.00320933895805	0.00420809914973	1.31813838857	2.92	620.3	0.0	150.7
M896_010300	0.00329590454433	0.0042994042994	1.16895516273	1.66	338.666666667	0.0	90.3333333333
M896_040370	0.00262814693219	0.00297397769517	0.544375829569	1.34	651.166666667	0.82	155.833333333
M896_080710	0.00140830981027	0.00221336874723	2.0567183502	0.5	566.0	1.0	187.0
M896_050810	0.00129009402328	0.00159502568262	0.850406372326	1.18	667.333333333	0.0	154.666666667
M896_040570	0.0	0.0	None	0.0	446.0	0.0	103.0
M896_021400	0.000471314349839	0.000474074074074	0.0149919947447	0.32	592.333333333	0.0	157.666666667
M896_120230	0.000745750553542	0.00098452883263	0.819795688532	0.42	373.0	0.0	101.0
M896_041220	0.00108597776461	0.00139955623827	0.931581857715	0.82	521.666666667	0.0	129.333333333
M896_120540	0.00110120175196	0.00155763239875	1.59134048343	0.0	1022.66666667	1.8	261.333333333
M896_080570	0.00175047112289	0.00221465662506	1.22755407854	5.64	2612.6	0.8	618.4
M896_031300	0.00165955756985	0.0018431577117	0.398039380622	0.64	505.8	0.42	133.2
M896_091060	0.000807045119587	0.00121765601218	1.3026779048	0.48	344.466666667	0.0	93.5333333333
M896_021220	0.000398069552229	0.0004004004004	0.0149919947447	0.32	715.466666667	0.0	172.533333333
M896_020310	0.00186045138094	0.00292397660819	2.0567183502	0.5	450.0	1.0	120.0
M896_030310	0.00183153244756	0.00234120130493	1.21849965693	3.18	1406.93333333	0.48	330.066666667
M896_091660	0.00191591199121	0.00213791026799	0.444866041533	0.92	588.0	0.5	150.0
M896_080080	0.000981087322728	0.00113485675517	0.694708637227	3.5	2919.73333333	0.18	683.266666667
M896_010210	0.00133139646847	0.00209248796819	1.84427289854	1.0	427.5	0.0	103.5
M896_050280	0.00122738111937	0.0014274691358	0.525941395125	0.74	455.733333333	0.0	120.266666667
M896_050720	0.0	0.0	None	0.0	461.333333333	0.0	105.666666667
M896_041350	0.00147621237136	0.00202480384713	1.66404608871	3.48	2104.23333333	1.32	529.766666667
M896_041420	0.00516792050262	0.00688758934373	1.33430622585	1.64	266.7	0.48	75.3
M896_110080	0.000801555016732	0.000831443688587	0.120300932534	0.18	712.7	0.48	169.3
M896_030780	0.00257267658209	0.00360666343199	1.78143578939	3.64	1118.5	0.82	255.5
M896_100540	0.00196380979099	0.00308641975309	2.19474808443	2.0	576.666666667	0.0	143.333333333
M896_090420	0.00139442115337	0.00162174008328	0.525941395125	0.74	401.133333333	0.0	105.866666667
M896_120430	0.00127153151935	0.00197175592859	1.98132385158	1.48	662.166666667	0.0	171.833333333
M896_060850	0.00149420310184	0.00197262479871	1.3561777215	2.52	1320.46666667	0.42	335.533333333
M896_031010	0.0016713274817	0.00218019437878	1.16895516273	1.48	663.9	0.18	182.1
M896_021130	0.00244204326341	0.0027633851468	0.505206801633	1.44	473.333333333	0.0	105.666666667
M896_100380	0.00144279903012	0.00172335600907	0.699617375091	0.66	584.366666667	0.48	150.633333333
M896_110150	0.000324596659669	0.000428527701255	0.819795688532	0.42	874.766666667	0.0	214.233333333
M896_080800	0.00207144362649	0.00269638821862	1.40285614462	4.78	2336.9	2.26	564.1
M896_091790	0.00119709740525	0.00125786163522	0.214997733472	1.74	1669.9	0.6	397.1
M896_030630	0.00210408191892	0.0026455026455	1.03180765951	1.0	658.533333333	1.0	181.466666667
M896_060190	0.00351727126745	0.00464344941957	1.03299197336	0.42	157.333333333	0.42	43.6666666667
M896_012130	0.00313612209969	0.00467539783129	2.07892504725	2.42	628.633333333	0.9	160.366666667
M896_100160	0.00124030092063	0.00163742690058	1.03299197336	0.42	456.566666667	0.42	113.433333333
M896_040800	0.000736428671623	0.000416666666667	-1.11173317656	0.18	380.666666667	0.0	99.3333333333
M896_090330	0.00243783284399	0.00362707535121	1.75514035573	0.0	343.0	1.42	92.0
M896_081110	0.0010070819441	0.00147726073652	1.67974585712	0.98	860.866666667	0.42	192.133333333
M896_060010	0.000566483593556	0.000569800569801	0.0149919947447	0.32	497.733333333	0.0	126.266666667
M896_031160	0.00193161618786	0.00256021048371	1.46984724814	4.74	1740.53333333	0.32	455.466666667
M896_042080	0.000981904895497	0.000555555555556	-1.11173317656	0.18	289.266666667	0.0	70.7333333333
M896_091080	0.00213371687553	0.00169908338922	-0.891945507252	0.64	1163.86666667	1.64	327.133333333
M896_120090	0.00157806143919	0.00208333333333	1.15198436679	0.84	532.566666667	0.42	139.433333333
M896_110420	0.00175863563373	0.00276395798784	1.84427289854	1.0	317.166666667	0.0	84.8333333333
M896_052040	0.001015763685	0.0014687100894	1.43863243595	0.0	549.333333333	0.92	146.666666667
M896_030160	0.000818254079581	0.00108024691358	0.819795688532	0.42	343.233333333	0.0	88.7666666667
M896_040970	0.00223725166063	0.00342240975152	1.90592935297	0.98	378.633333333	0.48	95.3666666667
M896_012000	0.00345538379647	0.00384490061909	0.499655045813	2.4	814.333333333	1.14	208.666666667
M896_030760	0.00143474687927	0.00191668075991	1.44920459389	3.08	1568.7	0.32	402.3
M896_090200	0.000340545050461	0.000513808606294	1.3026779048	0.48	824.466666667	0.0	213.533333333
M896_081020	0.00283241796778	0.00295584045584	0.193142259305	1.54	977.4	1.78	270.6
M896_091330	0.00283924307132	0.00285586791611	0.018890816886	0.32	203.2	0.32	45.8
M896_021300	0.00115802051557	0.0011466011466	-0.0378600392659	1.08	970.966666667	0.18	250.033333333
M896_110330	0.000927784153226	0.000991542723826	0.221711048181	0.5	616.333333333	0.18	145.666666667
M896_070580	0.000720664143484	0.000724883905312	0.018890816886	0.64	774.8	0.0	206.2
M896_030130	0.00182679980558	0.00172265288544	-0.183929414409	0.6	309.066666667	0.0	77.9333333333
M896_041990	0.00228793373708	0.00266091334052	0.625888321833	0.74	491.933333333	0.74	126.066666667
M896_091860	0.000687047157199	0.000799049778642	0.525941395125	0.74	814.666666667	0.0	214.333333333
M896_081560	0.00212303761189	0.00313646980314	2.20973919675	6.52	2164.56666667	1.0	499.433333333
M896_011440	0.00133896122113	0.000757575757576	-1.11173317656	0.18	202.966666667	0.0	61.0333333333
M896_070340	0.00208915935212	0.00270554242185	1.18305694268	1.14	669.666666667	0.92	176.333333333
M896_011110	0.00102163515138	0.00130593020766	1.00119536956	1.22	826.533333333	0.0	211.466666667
M896_012310	0.00388445892724	0.00537240537241	1.37816786265	0.9	215.433333333	0.42	57.5666666667
M896_012480	0.00108099621523	0.00156303092083	1.43863243595	0.5	516.833333333	0.42	137.166666667
M896_090110	0.0	0.0	None	0.0	429.333333333	0.0	113.666666667
M896_010640	0.00149623603123	0.00176366843034	0.686229081932	1.5	762.033333333	0.0	182.966666667
M896_051060	0.0003496397254	0.000549510935268	1.46363864356	0.5	797.5	0.0	213.5
M896_040390	0.00167370152642	0.00218855218855	1.2334733704	1.08	834.633333333	1.0	221.366666667
M896_030370	0.000566483593556	0.000534188034188	-0.183929414409	0.42	987.433333333	0.18	260.566666667
M896_080980	0.00092293932736	0.00119911033749	1.07658986818	0.92	901.1	0.32	247.9
M896_060290	0.00834779080537	0.0067137169743	-0.960273684532	8.12	1976.6	7.3	480.4
M896_011200	0.00133139646847	0.00200878844947	1.64145266725	0.48	407.6	0.48	123.4
M896_031480	0.0	0.0	None	0.0	271.0	0.0	68.0
M896_081290	0.0	0.0	None	0.0	800.666666667	0.0	204.333333333
M896_012260	0.0018362896747	0.00286676286676	2.32156238688	2.0	908.833333333	0.98	246.166666667
M896_091880	0.00190661144757	0.00141435934316	-1.0352658771	1.0	719.0	0.18	208.0
M896_020670	0.00204665040253	0.00290414483963	1.77461038378	0.92	963.066666667	2.24	245.933333333
M896_051760	0.00190970157957	0.00196890569662	0.137412661759	1.2	1474.23333333	2.08	376.766666667
M896_041860	0.00125349561127	0.00197005516154	1.46363864356	0.5	225.0	0.0	57.0
M896_051390	0.000524848941914	0.000560917264703	0.221711048181	0.68	1088.5	0.0	258.5
M896_030970	0.00245476223874	0.00322788065844	1.49614858908	4.46	2773.63333333	5.58	682.366666667
M896_030200	0.00312819258742	0.00323391237846	0.14798399394	2.96	789.833333333	0.0	227.166666667
M896_051660	0.00135825461049	0.00177180061906	1.16895516273	1.34	848.033333333	0.32	192.966666667
M896_011060	0.00106874002231	0.00134374737549	0.987932882432	1.1	1051.86666667	0.5	271.133333333
M896_010240	0.0	0.0	None	0.0	329.333333333	0.0	75.6666666667
